variables = x, rho_A, u_A, p_A, e_A, et_A, T_A, c_A, M_A, h_A, rho_LaxD, u_LaxD, p_LaxD, mo_LaxD, e_LaxD, et_LaxD, T_LaxD, c_LaxD, M_LaxD, h_LaxD, rho_LaxH, u_LaxH, p_LaxH, mo_LaxH, e_LaxH, et_LaxH, T_LaxH, c_LaxH, M_LaxH, h_LaxH, rho_RoeD, u_RoeD, p_RoeD, mo_RoeD, e_RoeD, et_RoeD, T_RoeD, c_RoeD, M_RoeD, h_RoeD, rho_RoeH, u_RoeH, p_RoeH, mo_RoeH, e_RoeH, et_RoeH, T_RoeH, c_RoeH, M_RoeH, h_RoeH
0.239215686,1,0,1,2.5,2.5,1,1.183215957,0,3.5,0.998785,0.00143842,0.998299,0.00143667,2.49575,2.49575,0.999514,1.18293,0.00121598,3.49526,0.998785,0.00143842,0.998299,0.00143667,2.49575,2.49575,0.999514,1.18293,0.00121598,3.49526,1,1.67017E-07,1,1.67017E-07,2.5,2.5,1,1.18322,1.41155E-07,3.5,1,1.67017E-07,1,1.67017E-07,2.5,2.5,1,1.18322,1.41155E-07,3.5
0.243137255,1,0,1,2.5,2.5,1,1.183215957,0,3.5,0.997816,0.00258635,0.996944,0.0025807,2.49236,2.49236,0.999126,1.1827,0.00218682,3.49149,0.997816,0.00258635,0.996944,0.0025807,2.49236,2.49236,0.999126,1.1827,0.00218682,3.49149,0.999999,9.10039E-07,0.999999,9.10039E-07,2.5,2.5,1,1.18322,7.69124E-07,3.5,0.999999,9.10039E-07,0.999999,9.10039E-07,2.5,2.5,1,1.18322,7.69124E-07,3.5
0.247058824,1,0,1,2.5,2.5,1,1.183215957,0,3.5,0.996262,0.00442917,0.994771,0.00441261,2.48694,2.48694,0.998504,1.18233,0.00374614,3.48544,0.996262,0.00442917,0.994771,0.00441261,2.48694,2.48694,0.998504,1.18233,0.00374614,3.48544,0.999996,4.97609E-06,0.999994,4.97607E-06,2.49999,2.49999,0.999998,1.18321,4.20557E-06,3.49998,0.999996,4.97609E-06,0.999994,4.97607E-06,2.49999,2.49999,0.999998,1.18321,4.20557E-06,3.49998
0.250980392,1,0,1,2.5,2.5,1,1.183215957,0,3.5,0.993909,0.00722427,0.991483,0.00718026,2.47873,2.47873,0.99756,1.18177,0.00611308,3.47629,0.993909,0.00722427,0.991483,0.00718026,2.47873,2.47873,0.99756,1.18177,0.00611308,3.47629,0.999977,2.72884E-05,0.999968,2.72878E-05,2.49992,2.49992,0.999991,1.18321,0.000023063,3.49991,0.999977,2.72884E-05,0.999968,2.72878E-05,2.49992,2.49992,0.999991,1.18321,0.000023063,3.49991
0.254901961,1,0,1,2.5,2.5,1,1.183215957,0,3.5,0.990543,0.0112309,0.986787,0.0111247,2.46703,2.46703,0.996208,1.18097,0.0095099,3.46324,0.990543,0.0112309,0.986787,0.0111247,2.46703,2.46703,0.996208,1.18097,0.0095099,3.46324,0.999873,0.00014991,0.999823,0.000149891,2.49956,2.49956,0.999949,1.18319,0.0001267,3.49951,0.999873,0.00014991,0.999823,0.000149891,2.49956,2.49956,0.999949,1.18319,0.0001267,3.49951
0.258823529,1,0,1,2.5,2.5,1,1.183215957,0,3.5,0.985991,0.016667,0.980445,0.0164335,2.45125,2.45125,0.994376,1.17988,0.014126,3.44563,0.985991,0.016667,0.980445,0.0164335,2.45125,2.45125,0.994376,1.17988,0.014126,3.44563,0.999299,0.00082961,0.999019,0.000829028,2.49755,2.49755,0.99972,1.18305,0.000701246,3.49727,0.999299,0.00082961,0.999019,0.000829028,2.49755,2.49755,0.99972,1.18305,0.000701246,3.49727
0.262745098,1,0,1,2.5,2.5,1,1.183215957,0,3.5,0.980153,0.0236678,0.97233,0.023198,2.4311,2.4311,0.992018,1.17848,0.0200832,3.42312,0.980153,0.0236678,0.97233,0.023198,2.4311,2.4311,0.992018,1.17848,0.0200832,3.42312,0.995603,0.00520218,0.993858,0.00517931,2.48466,2.48466,0.998247,1.18218,0.00440051,3.4829,0.995603,0.00520218,0.993858,0.00517931,2.48466,2.48466,0.998247,1.18218,0.00440051,3.4829
0.266666667,0.988398629,0.013791075,0.983795854,2.488358,2.459583629,0.9953432,1.180457742,0.01168282,3.483701199,0.973026,0.0322609,0.962447,0.0313907,2.40662,2.40662,0.989128,1.17677,0.0274149,3.39575,0.973026,0.0322609,0.962447,0.0313907,2.40662,2.40662,0.989128,1.17677,0.0274149,3.39575,0.984335,0.0186281,0.97816,0.0183363,2.44557,2.44557,0.993727,1.1795,0.0157932,3.4393,0.984335,0.0186281,0.97816,0.0183363,2.44557,2.44557,0.993727,1.1795,0.0157932,3.4393
0.270588235,0.974792779,0.030130944,0.96488871,2.474599552,2.412664269,0.989839821,1.177189768,0.025595656,3.464439373,0.964697,0.0423664,0.950936,0.0408708,2.37821,2.37821,0.985735,1.17475,0.0360643,3.36394,0.964697,0.0423664,0.950936,0.0408708,2.37821,2.37821,0.985735,1.17475,0.0360643,3.36394,0.971647,0.0339097,0.960555,0.0329482,2.40195,2.40195,0.988584,1.17644,0.0288239,3.39053,0.971647,0.0339097,0.960555,0.0329482,2.40195,2.40195,0.988584,1.17644,0.0288239,3.39053
0.274509804,0.961337177,0.046470814,0.946293883,2.460879247,2.36677273,0.984351699,1.173921794,0.039585953,3.445230946,0.955326,0.0538201,0.938031,0.0514158,2.34646,2.34646,0.981896,1.17246,0.0459037,3.32836,0.955326,0.0538201,0.938031,0.0514158,2.34646,2.34646,0.981896,1.17246,0.0459037,3.32836,0.958983,0.0493235,0.943074,0.0473004,2.35885,2.35885,0.98341,1.17336,0.0420361,3.34226,0.958983,0.0493235,0.943074,0.0473004,2.35885,2.35885,0.98341,1.17336,0.0420361,3.34226
0.278431373,0.948030575,0.062810683,0.928007063,2.447197083,2.321887734,0.978878833,1.17065382,0.053654361,3.426075916,0.945112,0.0664093,0.924021,0.0627641,2.31214,2.31214,0.977685,1.16994,0.056763,3.28982,0.945112,0.0664093,0.924021,0.0627641,2.31214,2.31214,0.977685,1.16994,0.056763,3.28982,0.946323,0.0648955,0.92569,0.0614121,2.31622,2.31622,0.978197,1.17025,0.0554546,3.29441,0.946323,0.0648955,0.92569,0.0614121,2.31622,2.31622,0.978197,1.17025,0.0554546,3.29441
0.282352941,0.934871732,0.079150552,0.910023986,2.433553061,2.277988362,0.973421224,1.167385846,0.067801535,3.406974285,0.934255,0.0799098,0.909196,0.0746561,2.27597,2.27597,0.973178,1.16724,0.0684605,3.24915,0.934255,0.0799098,0.909196,0.0746561,2.27597,2.27597,0.973178,1.16724,0.0684605,3.24915,0.933681,0.0806131,0.908424,0.0752669,2.27409,2.27409,0.972948,1.1671,0.0690712,3.24704,0.933681,0.0806131,0.908424,0.0752669,2.27409,2.27409,0.972948,1.1671,0.0690712,3.24704
0.28627451,0.921859414,0.095490421,0.892340436,2.41994718,2.235054041,0.967978872,1.164117872,0.082028138,3.387926052,0.92294,0.0941142,0.893819,0.0868618,2.23864,2.23864,0.968448,1.1644,0.0808264,3.20708,0.92294,0.0941142,0.893819,0.0868618,2.23864,2.23864,0.968448,1.1644,0.0808264,3.20708,0.921085,0.096444,0.891312,0.0888331,2.23256,2.23256,0.967677,1.16394,0.0828602,3.20024,0.921085,0.096444,0.891312,0.0888331,2.23256,2.23256,0.967677,1.16394,0.0828602,3.20024
0.290196078,0.908992394,0.111830291,0.874952244,2.406379441,2.193064546,0.962551776,1.160849898,0.096334841,3.368931217,0.911321,0.108847,0.878106,0.0991946,2.20066,2.20066,0.963553,1.16145,0.0937162,3.16422,0.911321,0.108847,0.878106,0.0991946,2.20066,2.20066,0.963553,1.16145,0.0937162,3.16422,0.90856,0.112358,0.874391,0.102084,2.19171,2.19171,0.962392,1.16075,0.0967971,3.1541,0.90856,0.112358,0.874391,0.102084,2.19171,2.19171,0.962392,1.16075,0.0967971,3.1541
0.294117647,0.896269452,0.12817016,0.857855288,2.392849843,2.151999992,0.957139937,1.157581925,0.110722323,3.349989781,0.899517,0.12397,0.862224,0.111513,2.16247,2.16247,0.958542,1.15843,0.107016,3.12101,0.899517,0.12397,0.862224,0.111513,2.16247,2.16247,0.958542,1.15843,0.107016,3.12101,0.896119,0.12834,0.857674,0.115008,2.15156,2.15156,0.957098,1.15756,0.110872,3.10866,0.896119,0.12834,0.857674,0.115008,2.15156,2.15156,0.957098,1.15756,0.110872,3.10866
0.298039216,0.883689375,0.144510029,0.84104549,2.379358387,2.111840834,0.951743355,1.154313951,0.12519127,3.331101742,0.887615,0.13938,0.846295,0.123715,2.12436,2.12436,0.953448,1.15535,0.120639,3.07781,0.887615,0.13938,0.846295,0.123715,2.12436,2.12436,0.953448,1.15535,0.120639,3.07781,0.883762,0.144391,0.841163,0.127607,2.11212,2.11212,0.951797,1.15435,0.125084,3.06392,0.883762,0.144391,0.841163,0.127607,2.11212,2.11212,0.951797,1.15435,0.125084,3.06392
0.301960784,0.871250955,0.160849898,0.824518822,2.365905073,2.072567857,0.946362029,1.151045977,0.139742375,3.312267102,0.875679,0.155001,0.830405,0.135731,2.08653,2.08653,0.948299,1.15222,0.134523,3.03483,0.875679,0.155001,0.830405,0.135731,2.08653,2.08653,0.948299,1.15222,0.134523,3.03483,0.871493,0.160506,0.824859,0.13988,2.07337,2.07337,0.946489,1.15112,0.139434,3.01986,0.871493,0.160506,0.824859,0.13988,2.07337,2.07337,0.946489,1.15112,0.139434,3.01986
0.305882353,0.858952993,0.177189768,0.808271297,2.352489901,2.034162178,0.94099596,1.147778003,0.15437634,3.293485861,0.863752,0.17078,0.814614,0.147512,2.04913,2.04913,0.943111,1.14907,0.148625,2.99224,0.863752,0.17078,0.814614,0.147512,2.04913,2.04913,0.943111,1.14907,0.148625,2.99224,0.859321,0.176675,0.808774,0.151821,2.03535,2.03535,0.941179,1.14789,0.153913,2.97653,0.859321,0.176675,0.808774,0.151821,2.03535,2.03535,0.941179,1.14789,0.153913,2.97653
0.309803922,0.846794297,0.193529637,0.792298975,2.33911287,1.996605236,0.935645148,1.144510029,0.169093876,3.274758017,0.851866,0.18668,0.798964,0.159027,2.01225,2.01225,0.937898,1.14589,0.162913,2.95015,0.851866,0.18668,0.798964,0.159027,2.01225,2.01225,0.937898,1.14589,0.162913,2.95015,0.847257,0.192882,0.792923,0.163421,1.99807,1.99807,0.93587,1.14465,0.168508,2.93394,0.847257,0.192882,0.792923,0.163421,1.99807,1.99807,0.93587,1.14465,0.168508,2.93394
0.31372549,0.834773679,0.209869506,0.776597961,2.32577398,1.959878793,0.930309592,1.141242055,0.1838957,3.256083572,0.840042,0.202675,0.783481,0.170256,1.97596,1.97596,0.932669,1.14269,0.177367,2.90862,0.840042,0.202675,0.783481,0.170256,1.97596,1.97596,0.932669,1.14269,0.177367,2.90862,0.83531,0.209115,0.777313,0.174676,1.96155,1.96155,0.930569,1.1414,0.183209,2.89212,0.83531,0.209115,0.777313,0.174676,1.96155,1.96155,0.930569,1.1414,0.183209,2.89212
0.317647059,0.822889961,0.226209376,0.761164403,2.312473232,1.923964929,0.924989293,1.137974081,0.198782538,3.237462525,0.828295,0.218745,0.768185,0.181186,1.94028,1.94028,0.927429,1.13947,0.191971,2.86771,0.828295,0.218745,0.768185,0.181186,1.94028,1.94028,0.927429,1.13947,0.191971,2.86771,0.82348,0.225373,0.761945,0.18559,1.92578,1.92578,0.925274,1.13815,0.198017,2.85105,0.82348,0.225373,0.761945,0.18559,1.92578,1.92578,0.925274,1.13815,0.198017,2.85105
0.321568627,0.81114197,0.242549245,0.745994495,2.299210626,1.888846033,0.919684251,1.134706108,0.213755124,3.218894877,0.816635,0.234877,0.753088,0.191809,1.90525,1.90525,0.922184,1.13625,0.206713,2.82743,0.816635,0.234877,0.753088,0.191809,1.90525,1.90525,0.922184,1.13625,0.206713,2.82743,0.811763,0.24166,0.74681,0.196171,1.89073,1.89073,0.919985,1.13489,0.212937,2.81071,0.811763,0.24166,0.74681,0.196171,1.89073,1.89073,0.919985,1.13489,0.212937,2.81071
0.325490196,0.79952854,0.258889114,0.731084471,2.285986162,1.854504808,0.914394465,1.131438134,0.228814202,3.200380626,0.805071,0.251061,0.7382,0.202122,1.87087,1.87087,0.916938,1.13301,0.221587,2.78781,0.805071,0.251061,0.7382,0.202122,1.87087,1.87087,0.916938,1.13301,0.221587,2.78781,0.800156,0.257982,0.731902,0.206426,1.85638,1.85638,0.914699,1.13163,0.227975,2.77108,0.800156,0.257982,0.731902,0.206426,1.85638,1.85638,0.914699,1.13163,0.227975,2.77108
0.329411765,0.788048512,0.275228983,0.716430612,2.272799839,1.820924259,0.909119936,1.12817016,0.243960524,3.181919774,0.793607,0.267287,0.723526,0.212121,1.83716,1.83716,0.911692,1.12977,0.236587,2.74885,0.793607,0.267287,0.723526,0.212121,1.83716,1.83716,0.911692,1.12977,0.236587,2.74885,0.788659,0.274337,0.717221,0.216358,1.82273,1.82273,0.909418,1.12836,0.24313,2.73215,0.788659,0.274337,0.717221,0.216358,1.82273,1.82273,0.909418,1.12836,0.24313,2.73215
0.333333333,0.776700732,0.291568853,0.702029239,2.259651658,1.788087692,0.903860663,1.124902186,0.259194849,3.163512321,0.782249,0.283551,0.709069,0.221808,1.80412,1.80412,0.90645,1.12651,0.251707,2.71057,0.782249,0.283551,0.709069,0.221808,1.80412,1.80412,0.90645,1.12651,0.251707,2.71057,0.777277,0.290717,0.702771,0.225968,1.78977,1.78977,0.904145,1.12508,0.258397,2.69392,0.777277,0.290717,0.702771,0.225968,1.78977,1.78977,0.904145,1.12508,0.258397,2.69392
0.337254902,0.765484056,0.307908722,0.687876716,2.246541618,1.755978712,0.898616647,1.121634212,0.274517948,3.145158265,0.770999,0.299847,0.694833,0.231182,1.77174,1.77174,0.901212,1.12325,0.266945,2.67295,0.770999,0.299847,0.694833,0.231182,1.77174,1.77174,0.901212,1.12325,0.266945,2.67295,0.766015,0.307116,0.688556,0.235255,1.75751,1.75751,0.89888,1.1218,0.273771,2.65639,0.766015,0.307116,0.688556,0.235255,1.75751,1.75751,0.89888,1.1218,0.273771,2.65639
0.341176471,0.754397344,0.324248591,0.67396945,2.23346972,1.724581217,0.893387888,1.118366238,0.289930597,3.126857608,0.759859,0.316172,0.680819,0.240246,1.74003,1.74003,0.89598,1.11999,0.282299,2.63601,0.759859,0.316172,0.680819,0.240246,1.74003,1.74003,0.89598,1.11999,0.282299,2.63601,0.754875,0.323525,0.674578,0.244221,1.72595,1.72595,0.893628,1.11852,0.289245,2.61958,0.754875,0.323525,0.674578,0.244221,1.72595,1.72595,0.893628,1.11852,0.289245,2.61958
0.345098039,0.743439463,0.340588461,0.660303888,2.220435963,1.693879394,0.888174385,1.115098265,0.305433585,3.108610349,0.748832,0.332521,0.667026,0.249003,1.70897,1.70897,0.890755,1.11672,0.297767,2.59972,0.748832,0.332521,0.667026,0.249003,1.70897,1.70897,0.890755,1.11672,0.297767,2.59972,0.743861,0.339942,0.660838,0.25287,1.69507,1.69507,0.888388,1.11523,0.304817,2.58346,0.743861,0.339942,0.660838,0.25287,1.69507,1.69507,0.888388,1.11523,0.304817,2.58346
0.349019608,0.732609287,0.35692833,0.64687652,2.207440349,1.663857717,0.882976139,1.111830291,0.321027708,3.090416488,0.737919,0.348893,0.653456,0.257455,1.67855,1.67855,0.885539,1.11344,0.313346,2.56409,0.737919,0.348893,0.653456,0.257455,1.67855,1.67855,0.885539,1.11344,0.313346,2.56409,0.732973,0.356364,0.647334,0.261205,1.66488,1.66488,0.883163,1.11195,0.320486,2.54804,0.732973,0.356364,0.647334,0.261205,1.66488,1.66488,0.883163,1.11195,0.320486,2.54804
0.352941176,0.721905696,0.373268199,0.633683875,2.194482875,1.634500941,0.87779315,1.108562317,0.336713772,3.072276026,0.72712,0.365285,0.640106,0.265606,1.64878,1.64878,0.880331,1.11016,0.329037,2.52911,0.72712,0.365285,0.640106,0.265606,1.64878,1.64878,0.880331,1.11016,0.329037,2.52911,0.72221,0.37279,0.634065,0.269233,1.63535,1.63535,0.877951,1.10866,0.336252,2.5133,0.72221,0.37279,0.634065,0.269233,1.63535,1.63535,0.877951,1.10866,0.336252,2.5133
0.356862745,0.711327579,0.389608068,0.620722525,2.181563544,1.605794102,0.872625418,1.105294343,0.352492593,3.054188961,0.716436,0.381695,0.626977,0.27346,1.61963,1.61963,0.875133,1.10688,0.344838,2.49477,0.716436,0.381695,0.626977,0.27346,1.61963,1.61963,0.875133,1.10688,0.344838,2.49477,0.711571,0.389221,0.621025,0.276959,1.60646,1.60646,0.872752,1.10537,0.352117,2.47921,0.711571,0.389221,0.621025,0.276959,1.60646,1.60646,0.872752,1.10537,0.352117,2.47921
0.360784314,0.700873828,0.405947938,0.607989081,2.168682354,1.577722508,0.867472942,1.102026369,0.368364995,3.036155295,0.705867,0.398122,0.614066,0.281021,1.59111,1.59111,0.869946,1.1036,0.36075,2.46105,0.705867,0.398122,0.614066,0.281021,1.59111,1.59111,0.869946,1.1036,0.36075,2.46105,0.701053,0.40566,0.608211,0.284389,1.57821,1.57821,0.867567,1.10209,0.368083,2.44578,0.701053,0.40566,0.608211,0.284389,1.57821,1.57821,0.867567,1.10209,0.368083,2.44578
0.364705882,0.690543343,0.422287807,0.595480192,2.155839305,1.550271739,0.862335722,1.098758395,0.384331814,3.018175028,0.695414,0.414564,0.601372,0.288294,1.56319,1.56319,0.864769,1.10031,0.376771,2.42796,0.695414,0.414564,0.601372,0.288294,1.56319,1.56319,0.864769,1.10031,0.376771,2.42796,0.690654,0.422106,0.595617,0.29153,1.55057,1.55057,0.862395,1.0988,0.384153,2.41297,0.690654,0.422106,0.595617,0.29153,1.55057,1.55057,0.862395,1.0988,0.384153,2.41297
0.368627451,0.680335031,0.438627676,0.58319255,2.143034399,1.523427644,0.85721376,1.095490421,0.400393895,3.000248158,0.685077,0.43102,0.588894,0.295282,1.53587,1.53587,0.859602,1.09702,0.392902,2.39547,0.685077,0.43102,0.588894,0.295282,1.53587,1.53587,0.859602,1.09702,0.392902,2.39547,0.680374,0.438562,0.583241,0.298386,1.52353,1.52353,0.857236,1.0955,0.400329,2.38077,0.680374,0.438562,0.583241,0.298386,1.52353,1.52353,0.857236,1.0955,0.400329,2.38077
0.37254902,0.670247805,0.454967546,0.571122883,2.130267634,1.497176335,0.852107053,1.092222448,0.416552092,2.982374687,0.674854,0.447488,0.576628,0.30199,1.50914,1.50914,0.854448,1.09372,0.409143,2.36359,0.674854,0.447488,0.576628,0.30199,1.50914,1.50914,0.854448,1.09372,0.409143,2.36359,0.670212,0.455025,0.57108,0.304963,1.49708,1.49708,0.85209,1.09221,0.416609,2.34917,0.670212,0.455025,0.57108,0.304963,1.49708,1.49708,0.85209,1.09221,0.416609,2.34917
0.376470588,0.660280586,0.471307415,0.559267959,2.11753901,1.471504185,0.847015604,1.088954474,0.432807272,2.964554614,0.664748,0.463969,0.564573,0.308422,1.48298,1.48298,0.849305,1.09043,0.425494,2.33229,0.664748,0.463969,0.564573,0.308422,1.48298,1.48298,0.849305,1.09043,0.425494,2.33229,0.660168,0.471494,0.559134,0.311265,1.47121,1.47121,0.846957,1.08892,0.432993,2.31817,0.660168,0.471494,0.559134,0.311265,1.47121,1.47121,0.846957,1.08892,0.432993,2.31817
0.380392157,0.650432298,0.487647284,0.547624586,2.104848528,1.446397824,0.841939411,1.0856865,0.449160309,2.94678794,0.654755,0.480461,0.552728,0.314584,1.45739,1.45739,0.844174,1.08713,0.441955,2.30157,0.654755,0.480461,0.552728,0.314584,1.45739,1.45739,0.844174,1.08713,0.441955,2.30157,0.650242,0.487966,0.547399,0.317296,1.44591,1.44591,0.841839,1.08562,0.449481,2.28775,0.650242,0.487966,0.547399,0.317296,1.44591,1.44591,0.841839,1.08562,0.449481,2.28775
0.384313725,0.640701874,0.503987153,0.536189608,2.092196188,1.421844135,0.836878475,1.082418526,0.465612091,2.929074663,0.644878,0.496963,0.541088,0.32048,1.43235,1.43235,0.839056,1.08383,0.458526,2.27141,0.644878,0.496963,0.541088,0.32048,1.43235,1.43235,0.839056,1.08383,0.458526,2.27141,0.640435,0.504442,0.535874,0.323062,1.42117,1.42117,0.836735,1.08233,0.466072,2.2579,0.640435,0.504442,0.535874,0.323062,1.42117,1.42117,0.836735,1.08233,0.466072,2.2579
0.388235294,0.631088254,0.520327023,0.524959907,2.079581989,1.39783025,0.831832796,1.079150552,0.482163514,2.911414785,0.635114,0.513474,0.529653,0.326115,1.40786,1.40786,0.83395,1.08052,0.475209,2.24181,0.635114,0.513474,0.529653,0.326115,1.40786,1.40786,0.83395,1.08052,0.475209,2.24181,0.630745,0.52092,0.524556,0.328567,1.39697,1.39697,0.831646,1.07903,0.482767,2.22862,0.630745,0.52092,0.524556,0.328567,1.39697,1.39697,0.831646,1.07903,0.482767,2.22862
0.392156863,0.621590382,0.536666892,0.513932403,2.067005932,1.374343551,0.826802373,1.075882578,0.498815487,2.893808305,0.625463,0.529995,0.518419,0.331492,1.38389,1.38389,0.828857,1.07722,0.492003,2.21275,0.625463,0.529995,0.518419,0.331492,1.38389,1.38389,0.828857,1.07722,0.492003,2.21275,0.621171,0.5374,0.513442,0.333817,1.3733,1.3733,0.826572,1.07573,0.499567,2.19987,0.621171,0.5374,0.513442,0.333817,1.3733,1.3733,0.826572,1.07573,0.499567,2.19987
0.396078431,0.61220721,0.553006761,0.503104053,2.054468017,1.35137166,0.821787207,1.072614604,0.515568928,2.876255224,0.615926,0.546524,0.507385,0.336618,1.36045,1.36045,0.823776,1.07391,0.508909,2.18422,0.615926,0.546524,0.507385,0.336618,1.36045,1.36045,0.823776,1.07391,0.508909,2.18422,0.611712,0.553883,0.502529,0.338817,1.35015,1.35015,0.821512,1.07243,0.516473,2.17167,0.611712,0.553883,0.502529,0.338817,1.35015,1.35015,0.821512,1.07243,0.516473,2.17167
0.4,0.602937696,0.569346631,0.492471852,2.041968243,1.32890244,0.816787297,1.069346631,0.532424767,2.85875554,0.6065,0.563061,0.496548,0.341497,1.33751,1.33751,0.81871,1.0706,0.525928,2.15622,0.6065,0.563061,0.496548,0.341497,1.33751,1.33751,0.81871,1.0706,0.525928,2.15622,0.602368,0.570369,0.491813,0.343572,1.32751,1.32751,0.816467,1.06914,0.533486,2.14398,0.602368,0.570369,0.491813,0.343572,1.32751,1.32751,0.816467,1.06914,0.533486,2.14398
0.403921569,0.593780805,0.5856865,0.482032828,2.029506611,1.306923991,0.811802644,1.066078657,0.549383947,2.841309255,0.597187,0.579605,0.485905,0.346133,1.31507,1.31507,0.813656,1.06729,0.54306,2.12873,0.597187,0.579605,0.485905,0.346133,1.31507,1.31507,0.813656,1.06729,0.54306,2.12873,0.593137,0.586856,0.481293,0.348086,1.30537,1.30537,0.811437,1.06584,0.550605,2.11681,0.593137,0.586856,0.481293,0.348086,1.30537,1.30537,0.811437,1.06584,0.550605,2.11681
0.407843137,0.584735507,0.602026369,0.471784048,2.017083121,1.285424646,0.806833248,1.062810683,0.56644742,2.823916369,0.587984,0.596156,0.475453,0.350531,1.29312,1.29312,0.808616,1.06398,0.560306,2.10173,0.587984,0.596156,0.475453,0.350531,1.29312,1.29312,0.808616,1.06398,0.560306,2.10173,0.58402,0.603343,0.470967,0.352364,1.28372,1.28372,0.806423,1.06254,0.56783,2.09014,0.58402,0.603343,0.470967,0.352364,1.28372,1.28372,0.806423,1.06254,0.56783,2.09014
0.411764706,0.575800778,0.618366238,0.461722615,2.004697772,1.264392967,0.801879109,1.059542709,0.583616152,2.80657688,0.578892,0.612714,0.465191,0.354695,1.27164,1.27164,0.803589,1.06067,0.577666,2.07523,0.578892,0.612714,0.465191,0.354695,1.27164,1.27164,0.803589,1.06067,0.577666,2.07523,0.575017,0.619827,0.460833,0.356411,1.26254,1.26254,0.801425,1.05924,0.58516,2.06396,0.575017,0.619827,0.460833,0.356411,1.26254,1.26254,0.801425,1.05924,0.58516,2.06396
0.415686275,0.566975602,0.634706108,0.451845665,1.992350564,1.243817745,0.796940226,1.056274735,0.600891119,2.78929079,0.569909,0.629278,0.455116,0.358631,1.25063,1.25063,0.798577,1.05736,0.595141,2.04921,0.569909,0.629278,0.455116,0.358631,1.25063,1.25063,0.798577,1.05736,0.595141,2.04921,0.566128,0.636306,0.450889,0.360231,1.24183,1.24183,0.796443,1.05595,0.602594,2.03827,0.566128,0.636306,0.450889,0.360231,1.24183,1.24183,0.796443,1.05595,0.602594,2.03827
0.419607843,0.558258969,0.651045977,0.442150371,1.980041499,1.223687991,0.792016599,1.053006761,0.618273311,2.772058098,0.561035,0.645847,0.445225,0.362343,1.23007,1.23007,0.793578,1.05404,0.612732,2.02365,0.561035,0.645847,0.445225,0.362343,1.23007,1.23007,0.793578,1.05404,0.612732,2.02365,0.557353,0.652778,0.441134,0.363828,1.22158,1.22158,0.79148,1.05265,0.620128,2.01306,0.557353,0.652778,0.441134,0.363828,1.22158,1.22158,0.79148,1.05265,0.620128,2.01306
0.423529412,0.549649875,0.667385846,0.43263394,1.967770575,1.20399294,0.78710823,1.049738787,0.635763729,2.754878804,0.552269,0.662421,0.435516,0.365835,1.20996,1.20996,0.788594,1.05073,0.63044,1.99855,0.552269,0.662421,0.435516,0.365835,1.20996,1.20996,0.788594,1.05073,0.63044,1.99855,0.548694,0.669239,0.431567,0.367207,1.20179,1.20179,0.786535,1.04936,0.637761,1.98833,0.548694,0.669239,0.431567,0.367207,1.20179,1.20179,0.786535,1.04936,0.637761,1.98833
0.42745098,0.54114732,0.683725715,0.423293614,1.955537792,1.184722041,0.782215117,1.046470814,0.653363387,2.737752909,0.543611,0.679,0.425987,0.369112,1.19028,1.19028,0.783623,1.04741,0.648265,1.9739,0.543611,0.679,0.425987,0.369112,1.19028,1.19028,0.783623,1.04741,0.648265,1.9739,0.540151,0.685682,0.422188,0.370372,1.18245,1.18245,0.781611,1.04607,0.655486,1.96406,0.540151,0.685682,0.422188,0.370372,1.18245,1.18245,0.781611,1.04607,0.655486,1.96406
0.431372549,0.532750313,0.700065585,0.414126669,1.943343151,1.165864958,0.77733726,1.04320284,0.671073312,2.720680412,0.53506,0.695583,0.416634,0.372179,1.17103,1.17103,0.778668,1.0441,0.666207,1.94969,0.53506,0.695583,0.416634,0.372179,1.17103,1.17103,0.778668,1.0441,0.666207,1.94969,0.531729,0.702098,0.413,0.373326,1.16355,1.16355,0.776711,1.04278,0.673293,1.94027,0.531729,0.702098,0.413,0.373326,1.16355,1.16355,0.776711,1.04278,0.673293,1.94027
0.435294118,0.524457869,0.716405454,0.405130414,1.931186652,1.147411568,0.772474661,1.039934866,0.688894543,2.703661313,0.526615,0.71217,0.407456,0.375039,1.15219,1.15219,0.773727,1.04078,0.684267,1.92591,0.526615,0.71217,0.407456,0.375039,1.15219,1.15219,0.773727,1.04078,0.684267,1.92591,0.523433,0.718474,0.404005,0.376072,1.14511,1.14511,0.771838,1.03951,0.691168,1.91695,0.523433,0.718474,0.404005,0.376072,1.14511,1.14511,0.771838,1.03951,0.691168,1.91695
0.439215686,0.516269007,0.732745323,0.396302193,1.919068294,1.129351953,0.767627318,1.036666892,0.706828133,2.686695612,0.518276,0.728759,0.398451,0.377698,1.13375,1.13375,0.768801,1.03746,0.702446,1.90255,0.518276,0.728759,0.398451,0.377698,1.13375,1.13375,0.768801,1.03746,0.702446,1.90255,0.515269,0.734791,0.39521,0.378615,1.12713,1.12713,0.766997,1.03624,0.709092,1.89412,0.515269,0.734791,0.39521,0.378615,1.12713,1.12713,0.766997,1.03624,0.709092,1.89412
